location,year,quarter,avg_price
jcr layout,2027,Jan-Mar,15252.544574705626
jcr layout,2027,Apr-Jun,15597.579155570053
jcr layout,2027,Jul-Sep,15950.418916836294
jcr layout,2027,Oct-Dec,16311.24042295465
jcr layout,2028,Jan-Mar,16680.224232518223
jcr layout,2028,Apr-Jun,17057.55498861619
jcr layout,2028,Jul-Sep,17443.421511231005
jcr layout,2028,Oct-Dec,17838.016891725758
jcr layout,2029,Jan-Mar,18241.538589468968
jcr layout,2029,Apr-Jun,18654.188530645173
jcr layout,2029,Jul-Sep,19076.17320930076
jcr layout,2029,Oct-Dec,19507.703790675594
jcr layout,2030,Jan-Mar,19948.99621687216
jcr layout,2030,Apr-Jun,20400.2713149151
jcr layout,2030,Jul-Sep,20861.754907255177
jcr layout,2030,Oct-Dec,21333.677924773066
jp nagar,2025,Jan-Mar,8661.367802811432
jp nagar,2025,Apr-Jun,8864.15480344107
jp nagar,2025,Jul-Sep,9071.689618568438
jp nagar,2025,Oct-Dec,9284.083407895268
jp nagar,2026,Jan-Mar,9501.449933684804
jp nagar,2026,Apr-Jun,9723.905621695096
jp nagar,2026,Jul-Sep,9951.569623538911
jp nagar,2026,Oct-Dec,10184.563880503663
jp nagar,2027,Jan-Mar,10423.013188865549
jp nagar,2027,Apr-Jun,10667.045266732872
jp nagar,2027,Jul-Sep,10916.790822454359
jp nagar,2027,Oct-Dec,11172.383624629103
jp nagar,2028,Jan-Mar,11433.960573755638
jp nagar,2028,Apr-Jun,11701.661775558523
jp nagar,2028,Jul-Sep,11975.630616031705
jp nagar,2028,Oct-Dec,12256.013838238856
jp nagar,2029,Jan-Mar,12542.961620911827
jp nagar,2029,Apr-Jun,12836.627658889309
jp nagar,2029,Jul-Sep,13137.169245438798
jp nagar,2029,Oct-Dec,13444.747356505934
jp nagar,2030,Jan-Mar,13759.526736936368
jp nagar,2030,Apr-Jun,14081.675988716317
jp nagar,2030,Jul-Sep,14411.36766127908
jp nagar,2030,Oct-Dec,14748.778343925895
jakkur,2025,Jan-Mar,8431.34822800399
jakkur,2025,Apr-Jun,8613.947200024479
jakkur,2025,Jul-Sep,8800.500745344667
jakkur,2025,Oct-Dec,8991.094508751105
jakkur,2026,Jan-Mar,9185.815989852315
jakkur,2026,Apr-Jun,9384.75458324896
jakkur,2026,Jul-Sep,9588.001619573957
jakkur,2026,Oct-Dec,9795.650407421432
jakkur,2027,Jan-Mar,10007.796276183713
jakkur,2027,Apr-Jun,10224.536619816066
jakkur,2027,Jul-Sep,10445.97094154924
jakkur,2027,Oct-Dec,10672.20089957036
jakkur,2028,Jan-Mar,10903.330353693145
jakkur,2028,Apr-Jun,11139.465413038866
jakkur,2028,Jul-Sep,11380.71448474993
jakkur,2028,Oct-Dec,11627.188323758473
jakkur,2029,Jan-Mar,11879.000083632794
jakkur,2029,Apr-Jun,12136.265368524977
jakkur,2029,Jul-Sep,12399.10228624355
jakkur,2029,Oct-Dec,12667.631502475548
jakkur,2030,Jan-Mar,12941.976296182875
jakkur,2030,Apr-Jun,13222.262616198384
jakkur,2030,Jul-Sep,13508.619139047676
jakkur,2030,Oct-Dec,13801.177328023148
jakkur road,2025,Jan-Mar,7864.943450535309
jakkur road,2025,Apr-Jun,7928.699575748652
jakkur road,2025,Jul-Sep,7992.972531569588
jakkur road,2025,Oct-Dec,8057.766507617169
jakkur road,2026,Jan-Mar,8123.0857274730415
jakkur road,2026,Apr-Jun,8188.934448956759
jakkur road,2026,Jul-Sep,8255.316964403328
jakkur road,2026,Oct-Dec,8322.237600942997
jakkur road,2027,Jan-Mar,8389.70072078333
jakkur road,2027,Apr-Jun,8457.71072149355
jakkur road,2027,Jul-Sep,8526.272036291188
jakkur road,2027,Oct-Dec,8595.389134331073
jakkur road,2028,Jan-Mar,8665.066520996646
jakkur road,2028,Apr-Jun,8735.308738193644
jakkur road,2028,Jul-Sep,8806.120364646162
jakkur road,2028,Oct-Dec,8877.506016195117
jakkur road,2029,Jan-Mar,8949.470346099131
jakkur road,2029,Apr-Jun,9022.018045337854
jakkur road,2029,Jul-Sep,9095.15384291774
jakkur road,2029,Oct-Dec,9168.88250618031
jakkur road,2030,Jan-Mar,9243.208841112913
jakkur road,2030,Apr-Jun,9318.137692661994
jakkur road,2030,Jul-Sep,9393.673945048919
jakkur road,2030,Oct-Dec,9469.822522088349
jalahalli,2025,Jan-Mar,6845.729645313671
jalahalli,2025,Apr-Jun,6936.178764726861
jalahalli,2025,Jul-Sep,7027.822942026717
jalahalli,2025,Oct-Dec,7120.677966900987
jalahalli,2026,Jan-Mar,7214.759837658473
jalahalli,2026,Apr-Jun,7310.084763985439
jalahalli,2026,Jul-Sep,7406.66916973843
jalahalli,2026,Oct-Dec,7504.529695773996
jalahalli,2027,Jan-Mar,7603.683202815799
jalahalli,2027,Apr-Jun,7704.146774359609
jalahalli,2027,Jul-Sep,7805.937719616673
jalahalli,2027,Oct-Dec,7909.0735764959845
jalahalli,2028,Jan-Mar,8013.572114625941
jalahalli,2028,Apr-Jun,8119.451338415942
jalahalli,2028,Jul-Sep,8226.729490158423
jalahalli,2028,Oct-Dec,8335.42505317189
jalahalli,2029,Jan-Mar,8445.556754985464
jalahalli,2029,Apr-Jun,8557.143570565522
jalahalli,2029,Jul-Sep,8670.204725584948
jalahalli,2029,Oct-Dec,8784.759699735596
jalahalli,2030,Jan-Mar,8900.828230084511
jalahalli,2030,Apr-Jun,9018.430314474497
jalahalli,2030,Jul-Sep,9137.58621496961
jalahalli,2030,Oct-Dec,9258.316461346178
jayanagar,2025,Jan-Mar,8138.128910287671
jayanagar,2025,Apr-Jun,8242.672092148588
jayanagar,2025,Jul-Sep,8348.558245716404
jayanagar,2025,Oct-Dec,8455.80462293403
jayanagar,2026,Jan-Mar,8564.428697364492
jayanagar,2026,Apr-Jun,8674.44816703787
jayanagar,2026,Jul-Sep,8785.880957334834
jayanagar,2026,Oct-Dec,8898.745223907204
jayanagar,2027,Jan-Mar,9013.059355636044
jayanagar,2027,Apr-Jun,9128.841977627737
jayanagar,2027,Jul-Sep,9246.111954248565
jayanagar,2027,Oct-Dec,9364.888392198261
jayanagar,2028,Jan-Mar,9485.190643623051
jayanagar,2028,Apr-Jun,9607.03830926868
jayanagar,2028,Jul-Sep,9730.451241673947
jayanagar,2028,Oct-Dec,9855.44954840526
jayanagar,2029,Jan-Mar,9982.05359533275
jayanagar,2029,Apr-Jun,10110.284009948462
jayanagar,2029,Jul-Sep,10240.161684727173
jayanagar,2029,Oct-Dec,10371.70778053039
jayanagar,2030,Jan-Mar,10504.94373005407
jayanagar,2030,Apr-Jun,10639.891241320629
jayanagar,2030,Jul-Sep,10776.572301215814
jayanagar,2030,Oct-Dec,10915.00917907101
kadubeesanahalli road,2025,Jan-Mar,11121.559232492129
kadubeesanahalli road,2025,Apr-Jun,11347.819802531505
kadubeesanahalli road,2025,Jul-Sep,11578.68349021692
kadubeesanahalli road,2025,Oct-Dec,11814.243942850946
kadubeesanahalli road,2026,Jan-Mar,12054.596712926937
kadubeesanahalli road,2026,Apr-Jun,12299.839296888831
kadubeesanahalli road,2026,Jul-Sep,12550.071174679511
kadubeesanahalli road,2026,Oct-Dec,12805.393850093742
kadubeesanahalli road,2027,Jan-Mar,13065.91089195206
kadubeesanahalli road,2027,Apr-Jun,13331.727976112328
kadubeesanahalli road,2027,Jul-Sep,13602.952928335968
kadubeesanahalli road,2027,Oct-Dec,13879.695768026299
kadubeesanahalli road,2028,Jan-Mar,14162.068752856685
kadubeesanahalli road,2028,Apr-Jun,14450.186424306623
kadubeesanahalli road,2028,Jul-Sep,14744.165654124223
kadubeesanahalli road,2028,Oct-Dec,15044.125691733949
kadubeesanahalli road,2029,Jan-Mar,15350.18821260882
kadubeesanahalli road,2029,Apr-Jun,15662.477367626729
kadubeesanahalli road,2029,Jul-Sep,15981.119833430865
kadubeesanahalli road,2029,Oct-Dec,16306.244863814702
kadubeesanahalli road,2030,Jan-Mar,16637.984342152366
kadubeesanahalli road,2030,Apr-Jun,16976.472834895667
kadubeesanahalli road,2030,Jul-Sep,17321.847646159495
kadubeesanahalli road,2030,Oct-Dec,17674.24887341772
kaggadasapura,2025,Jan-Mar,6302.3551906783705
kaggadasapura,2025,Apr-Jun,6373.473964257329
kaggadasapura,2025,Jul-Sep,6445.395275903778
kaggadasapura,2025,Oct-Dec,6518.128181838988
kaggadasapura,2026,Jan-Mar,6591.681840478932
kaggadasapura,2026,Apr-Jun,6666.065513587507
kaggadasapura,2026,Jul-Sep,6741.28856744276
kaggadasapura,2026,Oct-Dec,6817.360474016273
kaggadasapura,2027,Jan-Mar,6894.290812165861
kaggadasapura,2027,Apr-Jun,6972.089268841728
kaggadasapura,2027,Jul-Sep,7050.765640306229
kaggadasapura,2027,Oct-Dec,7130.329833367405
kaggadasapura,2028,Jan-Mar,7210.791866626429
kaggadasapura,2028,Apr-Jun,7292.161871739136
kaggadasapura,2028,Jul-Sep,7374.450094691785
kaggadasapura,2028,Oct-Dec,7457.666897091216
kaggadasapura,2029,Jan-Mar,7541.822757469569
kaggadasapura,2029,Apr-Jun,7626.928272603726
kaggadasapura,2029,Jul-Sep,7712.994158849639
kaggadasapura,2029,Oct-Dec,7800.031253491715
kaggadasapura,2030,Jan-Mar,7888.050516107436
kaggadasapura,2030,Apr-Jun,7977.063029947369
kaggadasapura,2030,Jul-Sep,8067.08000333075
kaggadasapura,2030,Oct-Dec,8158.112771056821
kasavanahalli,2025,Jan-Mar,8185.778455789464
kasavanahalli,2025,Apr-Jun,8353.931603035893
kasavanahalli,2025,Jul-Sep,8525.538970437632
kasavanahalli,2025,Oct-Dec,8700.671514959071
kasavanahalli,2026,Jan-Mar,8879.401651170243
kasavanahalli,2026,Apr-Jun,9061.803281189123
kasavanahalli,2026,Jul-Sep,9247.95182523899
kasavanahalli,2026,Oct-Dec,9437.924252833516
kasavanahalli,2027,Jan-Mar,9631.799114602458
kasavanahalli,2027,Apr-Jun,9829.65657477111
kasavanahalli,2027,Jul-Sep,10031.578444306964
kasavanahalli,2027,Oct-Dec,10237.648214747262
kasavanahalli,2028,Jan-Mar,10447.95109272144
kasavanahalli,2028,Apr-Jun,10662.574035182744
kasavanahalli,2028,Jul-Sep,10881.605785363568
kasavanahalli,2028,Oct-Dec,11105.136909469391
kasavanahalli,2029,Jan-Mar,11333.259834126491
kasavanahalli,2029,Apr-Jun,11566.06888459891
kasavanahalli,2029,Jul-Sep,11803.660323790473
kasavanahalli,2029,Oct-Dec,12046.132392048
kasavanahalli,2030,Jan-Mar,12293.585347782151
kasavanahalli,2030,Apr-Jun,12546.12150892271
kasavanahalli,2030,Jul-Sep,12803.845295225454
kasavanahalli,2030,Oct-Dec,13066.863271448085
kathriguppe main road,2025,Jan-Mar,9579.164115370051
kathriguppe main road,2025,Apr-Jun,9850.296216056504
kathriguppe main road,2025,Jul-Sep,10129.102537075469
kathriguppe main road,2025,Oct-Dec,10415.8002923148
kathriguppe main road,2026,Jan-Mar,10710.612843762226
kathriguppe main road,2026,Apr-Jun,11013.769875523381
kathriguppe main road,2026,Jul-Sep,11325.507572765295
kathriguppe main road,2026,Oct-Dec,11646.06880572477
kathriguppe main road,2027,Jan-Mar,11975.703318925
kathriguppe main road,2027,Apr-Jun,12314.667925747839
kathriguppe main road,2027,Jul-Sep,12663.226708513312
kathriguppe main road,2027,Oct-Dec,13021.651224222256
kathriguppe main road,2028,Jan-Mar,13390.220716122365
kathriguppe main road,2028,Apr-Jun,13769.222331262483
kathriguppe main road,2028,Jul-Sep,14158.95134420463
kathriguppe main road,2028,Oct-Dec,14559.711387068053
kathriguppe main road,2029,Jan-Mar,14971.814686084528
kathriguppe main road,2029,Apr-Jun,15395.582304849202
kathriguppe main road,2029,Jul-Sep,15831.344394456504
kathriguppe main road,2029,Oct-Dec,16279.440450715987
kathriguppe main road,2030,Jan-Mar,16740.2195786485
kathriguppe main road,2030,Apr-Jun,17214.04076446875
kathriguppe main road,2030,Jul-Sep,17701.273155266175
kathriguppe main road,2030,Oct-Dec,18202.29634660197
kengeri,2025,Jan-Mar,6191.930916173312
kengeri,2025,Apr-Jun,6278.598151901898
kengeri,2025,Jul-Sep,6366.4784518346105
kengeri,2025,Oct-Dec,6455.588794991849
kengeri,2026,Jan-Mar,6545.9463980460105
kengeri,2026,Apr-Jun,6637.568718647862
kengeri,2026,Jul-Sep,6730.473458799463
kengeri,2026,Oct-Dec,6824.678568274305
kengeri,2027,Jan-Mar,6920.202248085319
kengeri,2027,Apr-Jun,7017.062954001424
kengeri,2027,Jul-Sep,7115.279400113297
kengeri,2027,Oct-Dec,7214.8705624490485
kengeri,2028,Jan-Mar,7315.855682640514
kengeri,2028,Apr-Jun,7418.2542716408525
kengeri,2028,Jul-Sep,7522.086113494189
kengeri,2028,Oct-Dec,7627.3712691580085
kengeri,2029,Jan-Mar,7734.130080379065
kengeri,2029,Apr-Jun,7842.383173623524
kengeri,2029,Jul-Sep,7952.151464062135
kengeri,2029,Oct-Dec,8063.456159611165
kengeri,2030,Jan-Mar,8176.318765029901
kengeri,2030,Apr-Jun,8290.761086075507
kengeri,2030,Jul-Sep,8406.805233716024
kengeri,2030,Oct-Dec,8524.473628402357
kengeri satellite town,2025,Jan-Mar,5808.460336608049
kengeri satellite town,2025,Apr-Jun,5877.972720500802
kengeri satellite town,2025,Jul-Sep,5948.316989477456
kengeri satellite town,2025,Oct-Dec,6019.503099070451
kengeri satellite town,2026,Jan-Mar,6091.541123954435
kengeri satellite town,2026,Apr-Jun,6164.441259372092
kengeri satellite town,2026,Jul-Sep,6238.213822577031
kengeri satellite town,2026,Oct-Dec,6312.869254293947
kengeri satellite town,2027,Jan-Mar,6388.418120196249
kengeri satellite town,2027,Apr-Jun,6464.87111240138
kengeri satellite town,2027,Jul-Sep,6542.239050984024
kengeri satellite town,2027,Oct-Dec,6620.532885507431
kengeri satellite town,2028,Jan-Mar,6699.76369657306
kengeri satellite town,2028,Apr-Jun,6779.94269738877
kengeri satellite town,2028,Jul-Sep,6861.081235355783
kengeri satellite town,2028,Oct-Dec,6943.190793674628
kengeri satellite town,2029,Jan-Mar,7026.2829929703175
kengeri satellite town,2029,Apr-Jun,7110.369592936961
kengeri satellite town,2029,Jul-Sep,7195.462494002069
kengeri satellite town,2029,Oct-Dec,7281.573739010771
kengeri satellite town,2030,Jan-Mar,7368.715514930185
kengeri satellite town,2030,Apr-Jun,7456.900154574197
kengeri satellite town,2030,Jul-Sep,7546.140138348863
kengeri satellite town,2030,Oct-Dec,7636.448096018716
kogilu,2025,Jan-Mar,8226.452073499544
kogilu,2025,Apr-Jun,8423.92320732335
kogilu,2025,Jul-Sep,8626.134519336401
kogilu,2025,Oct-Dec,8833.199794722537
kogilu,2026,Jan-Mar,9045.235550011883
kogilu,2026,Apr-Jun,9262.361098645197
kogilu,2026,Jul-Sep,9484.698618112068
kogilu,2026,Oct-Dec,9712.373218700719
kogilu,2027,Jan-Mar,9945.513013898106
kogilu,2027,Apr-Jun,10184.24919247994
kogilu,2027,Jul-Sep,10428.716092331175
kogilu,2027,Oct-Dec,10679.051276038525
kogilu,2028,Jan-Mar,10935.395608297524
kogilu,2028,Apr-Jun,11197.893335177705
kogilu,2028,Jul-Sep,11466.692165290493
kogilu,2028,Oct-Dec,11741.943352905475
kogilu,2029,Jan-Mar,12023.80178306184
kogilu,2029,Apr-Jun,12312.426058722862
kogilu,2029,Jul-Sep,12607.97859002248
kogilu,2029,Oct-Dec,12910.62568565418
kogilu,2030,Jan-Mar,13220.537646453624
kogilu,2030,Apr-Jun,13537.888861227666
kogilu,2030,Jul-Sep,13862.857904883696
kogilu,2030,Oct-Dec,14195.627638914513
konanakunte,2025,Jan-Mar,9119.81655318207
konanakunte,2025,Apr-Jun,9266.90784949557
konanakunte,2025,Jul-Sep,9416.37154544288
konanakunte,2025,Oct-Dec,9568.245904878922
konanakunte,2026,Jan-Mar,9722.569808807
konanakunte,2026,Apr-Jun,9879.382765332635
konanakunte,2026,Jul-Sep,10038.724919777944
konanakunte,2026,Oct-Dec,10200.637064959148
konanakunte,2027,Jan-Mar,10365.160651629853
konanakunte,2027,Apr-Jun,10532.337799092751
konanakunte,2027,Jul-Sep,10702.2113059825
konanakunte,2027,Oct-Dec,10874.82466122249
konanakunte,2028,Jan-Mar,11050.222055158347
konanakunte,2028,Apr-Jun,11228.448390871003
konanakunte,2028,Jul-Sep,11409.549295672225
konanakunte,2028,Oct-Dec,11593.571132785562
konanakunte,2029,Jan-Mar,11780.561013215687
konanakunte,2029,Apr-Jun,11970.566807809171
konanakunte,2029,Jul-Sep,12163.637159509792
konanakunte,2029,Oct-Dec,12359.821495811499
konanakunte,2030,Jan-Mar,12559.170041412235
konanakunte,2030,Apr-Jun,12761.733831071844
konanakunte,2030,Jul-Sep,12967.564722677358
konanakunte,2030,Oct-Dec,13176.715410519022
koramangala,2025,Jan-Mar,12041.831780382265
koramangala,2025,Apr-Jun,12189.225874019168
koramangala,2025,Jul-Sep,12338.42409673172
koramangala,2025,Oct-Dec,12489.448531370334
koramangala,2026,Jan-Mar,12642.321531083311
koramangala,2026,Apr-Jun,12797.065722625339
koramangala,2026,Jul-Sep,12953.704009706475
koramangala,2026,Oct-Dec,13112.25957638213
koramangala,2027,Jan-Mar,13272.755890484545
koramangala,2027,Apr-Jun,13435.216707096264
koramangala,2027,Jul-Sep,13599.666072066133
koramangala,2027,Oct-Dec,13766.128325568325
koramangala,2028,Jan-Mar,13934.628105704935
koramangala,2028,Apr-Jun,14105.190352152667
koramangala,2028,Jul-Sep,14277.840309854166
koramangala,2028,Oct-Dec,14452.60353275451
koramangala,2029,Jan-Mar,14629.505887583475
koramangala,2029,Apr-Jun,14808.57355768405
koramangala,2029,Jul-Sep,14989.833046887858
koramangala,2029,Oct-Dec,15173.311183437978
koramangala,2030,Jan-Mar,15359.035123959804
koramangala,2030,Apr-Jun,15547.032357480497
koramangala,2030,Jul-Sep,15737.330709497644
koramangala,2030,Oct-Dec,15929.958346097712
kothanur,2025,Jan-Mar,9865.621868037244
kothanur,2025,Apr-Jun,10054.938221597466
kothanur,2025,Jul-Sep,10247.887461376595
kothanur,2025,Oct-Dec,10444.53930064573
kothanur,2026,Jan-Mar,10644.964790438811
kothanur,2026,Apr-Jun,10849.236345223606
kothanur,2026,Jul-Sep,11057.427769065334
kothanur,2026,Oct-Dec,11269.614282292347
kothanur,2027,Jan-Mar,11485.872548673506
kothanur,2027,Apr-Jun,11706.280703117087
kothanur,2027,Jul-Sep,11930.91837990121
kothanur,2027,Oct-Dec,12159.866741445994
kothanur,2028,Jan-Mar,12393.208507637846
kothanur,2028,Apr-Jun,12631.027985716455
kothanur,2028,Jul-Sep,12873.411100735306
kothanur,2028,Oct-Dec,13120.445426606722
kothanur,2029,Jan-Mar,13372.220217742646
kothanur,2029,Apr-Jun,13628.826441302577
kothanur,2029,Jul-Sep,13890.356810060352
kothanur,2029,Oct-Dec,14156.905815901602
kothanur,2030,Jan-Mar,14428.569763964028
kothanur,2030,Apr-Jun,14705.446807432792
kothanur,2030,Jul-Sep,14987.636983003636
kothanur,2030,Oct-Dec,15275.2422470265
krishnarajapura,2025,Jan-Mar,7119.433357115501
krishnarajapura,2025,Apr-Jun,7286.245741558742
krishnarajapura,2025,Jul-Sep,7456.966635318364
krishnarajapura,2025,Oct-Dec,7631.687616997042
krishnarajapura,2026,Jan-Mar,7810.5024109363485
krishnarajapura,2026,Apr-Jun,7993.506937492638
krishnarajapura,2026,Jul-Sep,8180.799364490927
krishnarajapura,2026,Oct-Dec,8372.480159884366
krishnarajapura,2027,Jan-Mar,8568.652145647555
krishnarajapura,2027,Apr-Jun,8769.420552932608
krishnarajapura,2027,Jul-Sep,8974.893078517556
krishnarajapura,2027,Oct-Dec,9185.17994257737
krishnarajapura,2028,Jan-Mar,9400.393947808587
krishnarajapura,2028,Apr-Jun,9620.650539939268
krishnarajapura,2028,Jul-Sep,9846.067869656732
krishnarajapura,2028,Oct-Dec,10076.766855986294
krishnarajapura,2029,Jan-Mar,10312.871251155004
krishnarajapura,2029,Apr-Jun,10554.507706975179
krishnarajapura,2029,Jul-Sep,10801.805842783338
krishnarajapura,2029,Oct-Dec,11054.898314970993
krishnarajapura,2030,Jan-Mar,11313.920888144574
krishnarajapura,2030,Apr-Jun,11579.012507952677
krishnarajapura,2030,Jul-Sep,11850.3153756197
krishnarajapura,2030,Oct-Dec,12127.975024225841
kudlu gate,2025,Jan-Mar,8809.262961825174
kudlu gate,2025,Apr-Jun,8878.536419483124
kudlu gate,2025,Jul-Sep,8948.354623274397
kudlu gate,2025,Oct-Dec,9018.721856922657
kudlu gate,2026,Jan-Mar,9089.642437837512
kudlu gate,2026,Apr-Jun,9161.120717379412
kudlu gate,2026,Jul-Sep,9233.161081126626
kudlu gate,2026,Oct-Dec,9305.767949144325
kudlu gate,2027,Jan-Mar,9378.945776255776
kudlu gate,2027,Apr-Jun,9452.699052315667
kudlu gate,2027,Jul-Sep,9527.032302485584
kudlu gate,2027,Oct-Dec,9601.950087511656
kudlu gate,2028,Jan-Mar,9677.45700400438
kudlu gate,2028,Apr-Jun,9753.55768472065
kudlu gate,2028,Jul-Sep,9830.256798848
kudlu gate,2028,Oct-Dec,9907.559052291082
kudlu gate,2029,Jan-Mar,9985.469187960403
kudlu gate,2029,Apr-Jun,10063.991986063324
kudlu gate,2029,Jul-Sep,10143.132264397353
kudlu gate,2029,Oct-Dec,10222.894878645746
kudlu gate,2030,Jan-Mar,10303.284722675424
kudlu gate,2030,Apr-Jun,10384.30672883724
kudlu gate,2030,Jul-Sep,10465.96586826861
kudlu gate,2030,Oct-Dec,10548.267151198508
kumaraswamy layout,2025,Jan-Mar,6232.630965330229
kumaraswamy layout,2025,Apr-Jun,6320.71957622775
kumaraswamy layout,2025,Jul-Sep,6410.053183566262
kumaraswamy layout,2025,Oct-Dec,6500.649383447265
kumaraswamy layout,2026,Jan-Mar,6592.526020665967
kumaraswamy layout,2026,Apr-Jun,6685.701192226194
kumaraswamy layout,2026,Jul-Sep,6780.193250904964
kumaraswamy layout,2026,Oct-Dec,6876.020808867449
kumaraswamy layout,2027,Jan-Mar,6973.202741333025
kumaraswamy layout,2027,Apr-Jun,7071.758190293136
kumaraswamy layout,2027,Jul-Sep,7171.706568281706
kumaraswamy layout,2027,Oct-Dec,7273.067562198837
kumaraswamy layout,2028,Jan-Mar,7375.8611371885545
kumaraswamy layout,2028,Apr-Jun,7480.107540571355
kumaraswamy layout,2028,Jul-Sep,7585.82730583233
kumaraswamy layout,2028,Oct-Dec,7693.041256665668
kumaraswamy layout,2029,Jan-Mar,7801.770511076304
kumaraswamy layout,2029,Apr-Jun,7912.036485539552
kumaraswamy layout,2029,Jul-Sep,8023.860899219522
kumaraswamy layout,2029,Oct-Dec,8137.265778247159
kumaraswamy layout,2030,Jan-Mar,8252.273460058743
kumaraswamy layout,2030,Apr-Jun,8368.90659779571
kumaraswamy layout,2030,Jul-Sep,8487.18816476666
kumaraswamy layout,2030,Oct-Dec,8607.141458972417
kundalahalli,2025,Jan-Mar,7779.790594260766
kundalahalli,2025,Apr-Jun,7998.216238825091
kundalahalli,2025,Jul-Sep,8222.77440863226
kundalahalli,2025,Oct-Dec,8453.6372806532
kundalahalli,2026,Jan-Mar,8690.981865904872
kundalahalli,2026,Apr-Jun,8934.990145171098
kundalahalli,2026,Jul-Sep,9185.849208533888
kundalahalli,2026,Oct-Dec,9443.751398822258
kundalahalli,2027,Jan-Mar,9708.894459088522
kundalahalli,2027,Apr-Jun,9981.48168422513
kundalahalli,2027,Jul-Sep,10261.7220768383
kundalahalli,2027,Oct-Dec,10549.830507497974
kundalahalli,2028,Jan-Mar,10846.027879486955
kundalahalli,2028,Apr-Jun,11150.541298175533
kundalahalli,2028,Jul-Sep,11463.604245151491
kundalahalli,2028,Oct-Dec,11785.456757238993
kundalahalli,2029,Jan-Mar,12116.3456105436
kundalahalli,2029,Apr-Jun,12456.524509664547
kundalahalli,2029,Jul-Sep,12806.254282219348
kundalahalli,2029,Oct-Dec,13165.803078829882
kundalahalli,2030,Jan-Mar,13535.446578723295
kundalahalli,2030,Apr-Jun,13915.46820110535
kundalahalli,2030,Jul-Sep,14306.159322468318
kundalahalli,2030,Oct-Dec,14707.819499999998
msr college road,2025,Jan-Mar,8705.828198000278
msr college road,2025,Apr-Jun,8954.549893058645
msr college road,2025,Jul-Sep,9210.377457907427
msr college road,2025,Oct-Dec,9473.513904131385
msr college road,2026,Jan-Mar,9744.168043267258
msr college road,2026,Apr-Jun,10022.554652505849
msr college road,2026,Jul-Sep,10308.894645128146
msr college road,2026,Oct-Dec,10603.41524581073
msr college road,2027,Jan-Mar,10906.350170939573
msr college road,2027,Apr-Jun,11217.939814075342
msr college road,2027,Jul-Sep,11538.431436717341
msr college road,2027,Oct-Dec,11868.079364517513
msr college road,2028,Jan-Mar,12207.145189100183
msr college road,2028,Apr-Jun,12555.897975647707
msr college road,2028,Jul-Sep,12914.61447641674
msr college road,2028,Oct-Dec,13283.579350354585
msr college road,2029,Jan-Mar,13663.085388989879
msr college road,2029,Apr-Jun,14053.433748776875
msr college road,2029,Jul-Sep,14454.934190077698
msr college road,2029,Oct-Dec,14867.905322972223
msr college road,2030,Jan-Mar,15292.674860090634
msr college road,2030,Apr-Jun,15729.57987666929
msr college road,2030,Jul-Sep,16178.967078036281
msr college road,2030,Oct-Dec,16641.19307473893
magadi main road,2025,Jan-Mar,11034.568387742034
magadi main road,2025,Apr-Jun,11203.174265423548
magadi main road,2025,Jul-Sep,11374.356405355638
magadi main road,2025,Oct-Dec,11548.15417228214
magadi main road,2026,Jan-Mar,11724.60753243187
magadi main road,2026,Apr-Jun,11903.757062709192
magadi main road,2026,Jul-Sep,12085.64396002501
magadi main road,2026,Oct-Dec,12270.310050770338
magadi main road,2027,Jan-Mar,12457.797800434626
magadi main road,2027,Apr-Jun,12648.150323371041
magadi main road,2027,Jul-Sep,12841.41139271098
magadi main road,2027,Oct-Dec,13037.625450430049
magadi main road,2028,Jan-Mar,13236.837617567871
magadi main road,2028,Apr-Jun,13439.09370460404
magadi main road,2028,Jul-Sep,13644.440221992614
magadi main road,2028,Oct-Dec,13852.924390857579
magadi main road,2029,Jan-Mar,14064.594153851738
magadi main road,2029,Apr-Jun,14279.498186181516
magadi main road,2029,Jul-Sep,14497.685906800227
magadi main road,2029,Oct-Dec,14719.207489772369
magadi main road,2030,Jan-Mar,14944.113875811561
magadi main road,2030,Apr-Jun,15172.456783994787
magadi main road,2030,Jul-Sep,15404.288723655614
magadi main road,2030,Oct-Dec,15639.663006459155
mahadevapura,2025,Jan-Mar,9846.799966969626
mahadevapura,2025,Apr-Jun,10078.632640303631
mahadevapura,2025,Jul-Sep,10315.923573032109
mahadevapura,2025,Oct-Dec,10558.80127420078
mahadevapura,2026,Jan-Mar,10807.397278467313
mahadevapura,2026,Apr-Jun,11061.846217336213
mahadevapura,2026,Jul-Sep,11322.285892070862
mahadevapura,2026,Oct-Dec,11588.857348322197
mahadevapura,2027,Jan-Mar,11861.704952514447
mahadevapura,2027,Apr-Jun,12140.976470029284
mahadevapura,2027,Jul-Sep,12426.823145230748
mahadevapura,2027,Oct-Dec,12719.399783374272
mahadevapura,2028,Jan-Mar,13018.864834444172
mahadevapura,2028,Apr-Jun,13325.380478964991
mahadevapura,2028,Jul-Sep,13639.112715833206
mahadevapura,2028,Oct-Dec,13960.231452216814
mahadevapura,2029,Jan-Mar,14288.910595571539
mahadevapura,2029,Apr-Jun,14625.328147823433
mahadevapura,2029,Jul-Sep,14969.666301768939
mahadevapura,2029,Oct-Dec,15322.111539744574
mahadevapura,2030,Jan-Mar,15682.85473461969
mahadevapura,2030,Apr-Jun,16052.091253167013
