location,quarter,year,predicted_price,Locality,Risk
Kanjurmarg,Jul-Sep,2030,18297.86,Kanjurmarg,Moderate
Kanjurmarg,Oct-Dec,2030,18367.54,Kanjurmarg,Moderate
Kanjurmarg East,Jan-Mar,2024,17305.09,Kanjurmarg East,Moderate
Kanjurmarg East,Apr-Jun,2024,18066.11,Kanjurmarg East,Moderate
Kanjurmarg East,Jul-Sep,2024,18182.7681,Kanjurmarg East,Moderate
Kanjurmarg East,Oct-Dec,2024,18410.08,Kanjurmarg East,Moderate
Kanjurmarg East,Jan-Mar,2025,18443.92,Kanjurmarg East,Moderate
Kanjurmarg East,Apr-Jun,2025,18727.3,Kanjurmarg East,Moderate
Kanjurmarg East,Jul-Sep,2025,16946.95667,Kanjurmarg East,Moderate
Kanjurmarg East,Oct-Dec,2025,15602.44,Kanjurmarg East,Moderate
Kanjurmarg East,Jan-Mar,2026,15655.04,Kanjurmarg East,Moderate
Kanjurmarg East,Apr-Jun,2026,15751.1,Kanjurmarg East,Moderate
Kanjurmarg East,Jul-Sep,2026,16063.19,Kanjurmarg East,Moderate
Kanjurmarg East,Oct-Dec,2026,16334.11,Kanjurmarg East,Moderate
Kanjurmarg East,Jan-Mar,2027,15993.39,Kanjurmarg East,Moderate
Kanjurmarg East,Apr-Jun,2027,15854.9,Kanjurmarg East,Moderate
Kanjurmarg East,Jul-Sep,2027,15962.37,Kanjurmarg East,Moderate
Kanjurmarg East,Oct-Dec,2027,16217.15,Kanjurmarg East,Moderate
Kanjurmarg East,Jan-Mar,2028,16214.81,Kanjurmarg East,Moderate
Kanjurmarg East,Apr-Jun,2028,16314.02,Kanjurmarg East,Moderate
Kanjurmarg East,Jul-Sep,2028,17133.01,Kanjurmarg East,Moderate
Kanjurmarg East,Oct-Dec,2028,16869.13,Kanjurmarg East,Moderate
Kanjurmarg East,Jan-Mar,2029,16538.06,Kanjurmarg East,Moderate
Kanjurmarg East,Apr-Jun,2029,16771.59,Kanjurmarg East,Moderate
Kanjurmarg East,Jul-Sep,2029,17046.56,Kanjurmarg East,Moderate
Kanjurmarg East,Oct-Dec,2029,16955.3,Kanjurmarg East,Moderate
Kanjurmarg East,Jan-Mar,2030,17305.09,Kanjurmarg East,Moderate
Kanjurmarg East,Apr-Jun,2030,18066.11,Kanjurmarg East,Moderate
Kanjurmarg East,Jul-Sep,2030,18182.7681,Kanjurmarg East,Moderate
Kanjurmarg East,Oct-Dec,2030,18410.08,Kanjurmarg East,Moderate
Kanjurmarg West,Jan-Mar,2024,17556.02,Kanjurmarg West,Moderate
Kanjurmarg West,Apr-Jun,2024,18367.32,Kanjurmarg West,Moderate
Kanjurmarg West,Jul-Sep,2024,18417.91333,Kanjurmarg West,Moderate
Kanjurmarg West,Oct-Dec,2024,18439.14,Kanjurmarg West,Moderate
Kanjurmarg West,Jan-Mar,2025,18610.32,Kanjurmarg West,Moderate
Kanjurmarg West,Apr-Jun,2025,18926.63,Kanjurmarg West,Moderate
Kanjurmarg West,Jul-Sep,2025,18240.98,Kanjurmarg West,Moderate
Kanjurmarg West,Oct-Dec,2025,15890.65,Kanjurmarg West,Moderate
Kanjurmarg West,Jan-Mar,2026,16171.18,Kanjurmarg West,Moderate
Kanjurmarg West,Apr-Jun,2026,16138.22,Kanjurmarg West,Moderate
Kanjurmarg West,Jul-Sep,2026,16625.86,Kanjurmarg West,Moderate
Kanjurmarg West,Oct-Dec,2026,17094.76,Kanjurmarg West,Moderate
Kanjurmarg West,Jan-Mar,2027,16564.45,Kanjurmarg West,Moderate
Kanjurmarg West,Apr-Jun,2027,16397.86,Kanjurmarg West,Moderate
Kanjurmarg West,Jul-Sep,2027,16691.4,Kanjurmarg West,Moderate
Kanjurmarg West,Oct-Dec,2027,17162.65,Kanjurmarg West,Moderate
Kanjurmarg West,Jan-Mar,2028,16571.47,Kanjurmarg West,Moderate
Kanjurmarg West,Apr-Jun,2028,16644.63,Kanjurmarg West,Moderate
Kanjurmarg West,Jul-Sep,2028,17595.73,Kanjurmarg West,Moderate
Kanjurmarg West,Oct-Dec,2028,17217.57,Kanjurmarg West,Moderate
Kanjurmarg West,Jan-Mar,2029,16718.21,Kanjurmarg West,Moderate
Kanjurmarg West,Apr-Jun,2029,16888.57,Kanjurmarg West,Moderate
Kanjurmarg West,Jul-Sep,2029,17462.29,Kanjurmarg West,Moderate
Kanjurmarg West,Oct-Dec,2029,17267.84,Kanjurmarg West,Moderate
Kanjurmarg West,Jan-Mar,2030,17556.02,Kanjurmarg West,Moderate
Kanjurmarg West,Apr-Jun,2030,18367.32,Kanjurmarg West,Moderate
Kanjurmarg West,Jul-Sep,2030,18417.91333,Kanjurmarg West,Moderate
Kanjurmarg West,Oct-Dec,2030,18439.14,Kanjurmarg West,Moderate
Katrak Road,Jan-Mar,2024,23548.36,Katrak Road,High
Katrak Road,Apr-Jun,2024,23845.06,Katrak Road,High
Katrak Road,Jul-Sep,2024,24013.5,Katrak Road,High
Katrak Road,Oct-Dec,2024,24644.02,Katrak Road,High
Katrak Road,Jan-Mar,2025,25945.28,Katrak Road,High
Katrak Road,Apr-Jun,2025,26087.98,Katrak Road,High
Katrak Road,Jul-Sep,2025,26115.88,Katrak Road,High
Katrak Road,Oct-Dec,2025,26163.84,Katrak Road,High
Katrak Road,Jan-Mar,2026,20542.4,Katrak Road,High
Katrak Road,Apr-Jun,2026,20539,Katrak Road,High
Katrak Road,Jul-Sep,2026,20607.5,Katrak Road,High
Katrak Road,Oct-Dec,2026,20737.84,Katrak Road,High
Katrak Road,Jan-Mar,2027,20752.7,Katrak Road,High
Katrak Road,Apr-Jun,2027,20800.5,Katrak Road,High
Katrak Road,Jul-Sep,2027,20919.9,Katrak Road,High
Katrak Road,Oct-Dec,2027,20958.18,Katrak Road,High
Katrak Road,Jan-Mar,2028,21908.6,Katrak Road,High
Katrak Road,Apr-Jun,2028,21943,Katrak Road,High
Katrak Road,Jul-Sep,2028,22257,Katrak Road,High
Katrak Road,Oct-Dec,2028,22407.96,Katrak Road,High
Katrak Road,Jan-Mar,2029,22625.8,Katrak Road,High
Katrak Road,Apr-Jun,2029,22761.4,Katrak Road,High
Katrak Road,Jul-Sep,2029,22893.6,Katrak Road,High
Katrak Road,Oct-Dec,2029,23110.96,Katrak Road,High
Katrak Road,Jan-Mar,2030,23548.36,Katrak Road,High
Katrak Road,Apr-Jun,2030,23845.06,Katrak Road,High
Katrak Road,Jul-Sep,2030,24013.5,Katrak Road,High
Katrak Road,Oct-Dec,2030,24644.02,Katrak Road,High
Khar,Jan-Mar,2024,41065.73,Khar,Low
Khar,Apr-Jun,2024,42136.77,Khar,Low
Khar,Jul-Sep,2024,41041.08,Khar,Low
Khar,Oct-Dec,2024,40691.4,Khar,Low
Khar,Jan-Mar,2025,44380.99,Khar,Low
Khar,Apr-Jun,2025,44208.47,Khar,Low
Khar,Jul-Sep,2025,41287.358,Khar,Low
Khar,Oct-Dec,2025,37363.32,Khar,Low
Khar,Jan-Mar,2026,37722.41,Khar,Low
Khar,Apr-Jun,2026,37436.37,Khar,Low
Khar,Jul-Sep,2026,37495.09,Khar,Low
Khar,Oct-Dec,2026,36111,Khar,Low
Khar,Jan-Mar,2027,38095.31,Khar,Low
Khar,Apr-Jun,2027,37254.23,Khar,Low
Khar,Jul-Sep,2027,37355.23,Khar,Low
Khar,Oct-Dec,2027,36219.66,Khar,Low
Khar,Jan-Mar,2028,37064.91,Khar,Low
Khar,Apr-Jun,2028,37064.89,Khar,Low
Khar,Jul-Sep,2028,37646.63,Khar,Low
Khar,Oct-Dec,2028,37201.32,Khar,Low
Khar,Jan-Mar,2029,37744.76,Khar,Low
Khar,Apr-Jun,2029,38156.22,Khar,Low
Khar,Jul-Sep,2029,39234.1,Khar,Low
Khar,Oct-Dec,2029,39614.38,Khar,Low
Khar,Jan-Mar,2030,41065.73,Khar,Low
Khar,Apr-Jun,2030,42136.77,Khar,Low
Khar,Jul-Sep,2030,41041.08,Khar,Low
Khar,Oct-Dec,2030,40691.4,Khar,Low
Khar Danda Road,Jan-Mar,2024,38778.5,Khar Danda Road,Moderate
Khar Danda Road,Apr-Jun,2024,39566.26,Khar Danda Road,Moderate
Khar Danda Road,Jul-Sep,2024,39611.77,Khar Danda Road,Moderate
Khar Danda Road,Oct-Dec,2024,39808.01,Khar Danda Road,Moderate
Khar Danda Road,Jan-Mar,2025,42421.4,Khar Danda Road,Moderate
Khar Danda Road,Apr-Jun,2025,42833.672,Khar Danda Road,Moderate
Khar Danda Road,Jul-Sep,2025,36331.362,Khar Danda Road,Moderate
Khar Danda Road,Oct-Dec,2025,32062.19,Khar Danda Road,Moderate
Khar Danda Road,Jan-Mar,2026,30782.35,Khar Danda Road,Moderate
Khar Danda Road,Apr-Jun,2026,30959.7,Khar Danda Road,Moderate
Khar Danda Road,Jul-Sep,2026,31106.576,Khar Danda Road,Moderate
Khar Danda Road,Oct-Dec,2026,30920.34,Khar Danda Road,Moderate
Khar Danda Road,Jan-Mar,2027,32519.15,Khar Danda Road,Moderate
Khar Danda Road,Apr-Jun,2027,32371.09,Khar Danda Road,Moderate
Khar Danda Road,Jul-Sep,2027,32539.3,Khar Danda Road,Moderate
Khar Danda Road,Oct-Dec,2027,32402.75,Khar Danda Road,Moderate
Khar Danda Road,Jan-Mar,2028,34373.03,Khar Danda Road,Moderate
Khar Danda Road,Apr-Jun,2028,34239.37,Khar Danda Road,Moderate
Khar Danda Road,Jul-Sep,2028,34809.34,Khar Danda Road,Moderate
Khar Danda Road,Oct-Dec,2028,34729.97,Khar Danda Road,Moderate
Khar Danda Road,Jan-Mar,2029,35728.94,Khar Danda Road,Moderate
Khar Danda Road,Apr-Jun,2029,36191.69,Khar Danda Road,Moderate
Khar Danda Road,Jul-Sep,2029,36904.8,Khar Danda Road,Moderate
Khar Danda Road,Oct-Dec,2029,37592.25,Khar Danda Road,Moderate
Khar Danda Road,Jan-Mar,2030,38778.5,Khar Danda Road,Moderate
Khar Danda Road,Apr-Jun,2030,39566.26,Khar Danda Road,Moderate
Khar Danda Road,Jul-Sep,2030,39611.77,Khar Danda Road,Moderate
Khar Danda Road,Oct-Dec,2030,39808.01,Khar Danda Road,Moderate
Khar West,Jan-Mar,2024,40901.14,Khar West,Low
Khar West,Apr-Jun,2024,41781.43,Khar West,Low
Khar West,Jul-Sep,2024,41935.81,Khar West,Low
Khar West,Oct-Dec,2024,42944.81,Khar West,Low
Khar West,Jan-Mar,2025,44050.04,Khar West,Low
Khar West,Apr-Jun,2025,44159.41,Khar West,Low
Khar West,Jul-Sep,2025,38580.11,Khar West,Low
Khar West,Oct-Dec,2025,37278.83,Khar West,Low
Khar West,Jan-Mar,2026,37442.34,Khar West,Low
Khar West,Apr-Jun,2026,37515.06,Khar West,Low
Khar West,Jul-Sep,2026,37422.45,Khar West,Low
Khar West,Oct-Dec,2026,37126.11,Khar West,Low
Khar West,Jan-Mar,2027,37290.53,Khar West,Low
Khar West,Apr-Jun,2027,37280.16,Khar West,Low
Khar West,Jul-Sep,2027,37522.1,Khar West,Low
Khar West,Oct-Dec,2027,36458.47,Khar West,Low
Khar West,Jan-Mar,2028,36845.87,Khar West,Low
Khar West,Apr-Jun,2028,37226.61,Khar West,Low
Khar West,Jul-Sep,2028,37627.57,Khar West,Low
Khar West,Oct-Dec,2028,37322.11,Khar West,Low
Khar West,Jan-Mar,2029,37541.59,Khar West,Low
Khar West,Apr-Jun,2029,38187.78,Khar West,Low
Khar West,Jul-Sep,2029,39316.95,Khar West,Low
Khar West,Oct-Dec,2029,40072.37,Khar West,Low
Khar West,Jan-Mar,2030,40901.14,Khar West,Low
Khar West,Apr-Jun,2030,41781.43,Khar West,Low
Khar West,Jul-Sep,2030,41935.81,Khar West,Low
Khar West,Oct-Dec,2030,42944.81,Khar West,Low
Kherwadi,Jan-Mar,2024,23899.5,Kherwadi,High
Kherwadi,Apr-Jun,2024,24859.01,Kherwadi,High
Kherwadi,Jul-Sep,2024,24131.04,Kherwadi,High
Kherwadi,Oct-Dec,2024,24146.51,Kherwadi,High
Kherwadi,Jan-Mar,2025,25728.37833,Kherwadi,High
Kherwadi,Apr-Jun,2025,27229.11683,Kherwadi,High
Kherwadi,Jul-Sep,2025,23740.56056,Kherwadi,High
Kherwadi,Oct-Dec,2025,22529.2905,Kherwadi,High
Kherwadi,Jan-Mar,2026,21671.99,Kherwadi,High
Kherwadi,Apr-Jun,2026,21674.09,Kherwadi,High
Kherwadi,Jul-Sep,2026,21812.36867,Kherwadi,High
Kherwadi,Oct-Dec,2026,21803.5,Kherwadi,High
Kherwadi,Jan-Mar,2027,22150.26,Kherwadi,High
Kherwadi,Apr-Jun,2027,22195.5,Kherwadi,High
Kherwadi,Jul-Sep,2027,22423.21667,Kherwadi,High
Kherwadi,Oct-Dec,2027,22521,Kherwadi,High
Kherwadi,Jan-Mar,2028,22996.6,Kherwadi,High
Kherwadi,Apr-Jun,2028,23585.7,Kherwadi,High
Kherwadi,Jul-Sep,2028,23479.97867,Kherwadi,High
Kherwadi,Oct-Dec,2028,23250.89,Kherwadi,High
Kherwadi,Jan-Mar,2029,24178.54,Kherwadi,High
Kherwadi,Apr-Jun,2029,25025.49,Kherwadi,High
Kherwadi,Jul-Sep,2029,25375.13667,Kherwadi,High
Kherwadi,Oct-Dec,2029,24405.5,Kherwadi,High
Kherwadi,Jan-Mar,2030,23899.5,Kherwadi,High
Kherwadi,Apr-Jun,2030,24859.01,Kherwadi,High
Kherwadi,Jul-Sep,2030,24131.04,Kherwadi,High
Kherwadi,Oct-Dec,2030,24146.51,Kherwadi,High
Kokanipada Malad East,Jan-Mar,2024,19879.74667,Kokanipada Malad East,High
Kokanipada Malad East,Apr-Jun,2024,19907.21667,Kokanipada Malad East,High
Kokanipada Malad East,Jul-Sep,2024,19435.41733,Kokanipada Malad East,High
Kokanipada Malad East,Oct-Dec,2024,19462.81667,Kokanipada Malad East,High
Kokanipada Malad East,Jan-Mar,2025,20542.62667,Kokanipada Malad East,High
Kokanipada Malad East,Apr-Jun,2025,20524.91033,Kokanipada Malad East,High
Kokanipada Malad East,Jul-Sep,2025,18700.47133,Kokanipada Malad East,High
Kokanipada Malad East,Oct-Dec,2025,17091.03,Kokanipada Malad East,High
Kokanipada Malad East,Jan-Mar,2026,17054.63,Kokanipada Malad East,High
Kokanipada Malad East,Apr-Jun,2026,16912.09,Kokanipada Malad East,High
Kokanipada Malad East,Jul-Sep,2026,16836.09867,Kokanipada Malad East,High
Kokanipada Malad East,Oct-Dec,2026,16980.05667,Kokanipada Malad East,High
Kokanipada Malad East,Jan-Mar,2027,17308.79,Kokanipada Malad East,High
Kokanipada Malad East,Apr-Jun,2027,17340,Kokanipada Malad East,High
Kokanipada Malad East,Jul-Sep,2027,17442,Kokanipada Malad East,High
Kokanipada Malad East,Oct-Dec,2027,17466,Kokanipada Malad East,High
Kokanipada Malad East,Jan-Mar,2028,18450.4,Kokanipada Malad East,High
Kokanipada Malad East,Apr-Jun,2028,18485.38,Kokanipada Malad East,High
Kokanipada Malad East,Jul-Sep,2028,18283.17467,Kokanipada Malad East,High
Kokanipada Malad East,Oct-Dec,2028,17848.51,Kokanipada Malad East,High
Kokanipada Malad East,Jan-Mar,2029,18934.64,Kokanipada Malad East,High
Kokanipada Malad East,Apr-Jun,2029,18982.99,Kokanipada Malad East,High
Kokanipada Malad East,Jul-Sep,2029,18966.18,Kokanipada Malad East,High
Kokanipada Malad East,Oct-Dec,2029,19029,Kokanipada Malad East,High
Kokanipada Malad East,Jan-Mar,2030,19879.74667,Kokanipada Malad East,High
Kokanipada Malad East,Apr-Jun,2030,19907.21667,Kokanipada Malad East,High
Kokanipada Malad East,Jul-Sep,2030,19435.41733,Kokanipada Malad East,High
Kokanipada Malad East,Oct-Dec,2030,19462.81667,Kokanipada Malad East,High
Kurar Village,Jan-Mar,2024,16713.74,Kurar Village,High
Kurar Village,Apr-Jun,2024,16485.22,Kurar Village,High
Kurar Village,Jul-Sep,2024,16685.37333,Kurar Village,High
Kurar Village,Oct-Dec,2024,16527.91,Kurar Village,High
Kurar Village,Jan-Mar,2025,17663.7925,Kurar Village,High
Kurar Village,Apr-Jun,2025,17962.0175,Kurar Village,High
Kurar Village,Jul-Sep,2025,16635.51083,Kurar Village,High
Kurar Village,Oct-Dec,2025,15539.69,Kurar Village,High
Kurar Village,Jan-Mar,2026,14193.44,Kurar Village,High
Kurar Village,Apr-Jun,2026,14488.57,Kurar Village,High
Kurar Village,Jul-Sep,2026,14658.5,Kurar Village,High
Kurar Village,Oct-Dec,2026,14352.77,Kurar Village,High
Kurar Village,Jan-Mar,2027,13379.01,Kurar Village,High
Kurar Village,Apr-Jun,2027,13509.14,Kurar Village,High
Kurar Village,Jul-Sep,2027,13378.99,Kurar Village,High
Kurar Village,Oct-Dec,2027,13608.68,Kurar Village,High
Kurar Village,Jan-Mar,2028,14689.49,Kurar Village,High
Kurar Village,Apr-Jun,2028,14771.81,Kurar Village,High
Kurar Village,Jul-Sep,2028,14734.66333,Kurar Village,High
Kurar Village,Oct-Dec,2028,14365.44,Kurar Village,High
Kurar Village,Jan-Mar,2029,14698.03,Kurar Village,High
Kurar Village,Apr-Jun,2029,14787.52,Kurar Village,High
Kurar Village,Jul-Sep,2029,14949.43,Kurar Village,High
Kurar Village,Oct-Dec,2029,15885.18,Kurar Village,High
Kurar Village,Jan-Mar,2030,16713.74,Kurar Village,High
Kurar Village,Apr-Jun,2030,16485.22,Kurar Village,High
Kurar Village,Jul-Sep,2030,16685.37333,Kurar Village,High
Kurar Village,Oct-Dec,2030,16527.91,Kurar Village,High
Kurla,Jan-Mar,2024,16767.96,Kurla,Moderate
Kurla,Apr-Jun,2024,16503.78,Kurla,Moderate
Kurla,Jul-Sep,2024,16701.88,Kurla,Moderate
Kurla,Oct-Dec,2024,16769.51,Kurla,Moderate
Kurla,Jan-Mar,2025,17662.33,Kurla,Moderate
Kurla,Apr-Jun,2025,18097.43,Kurla,Moderate
Kurla,Jul-Sep,2025,15892.89533,Kurla,Moderate
Kurla,Oct-Dec,2025,14273.06067,Kurla,Moderate
Kurla,Jan-Mar,2026,13664.9,Kurla,Moderate
Kurla,Apr-Jun,2026,13849.55,Kurla,Moderate
Kurla,Jul-Sep,2026,14038.56,Kurla,Moderate
Kurla,Oct-Dec,2026,13999.6,Kurla,Moderate
Kurla,Jan-Mar,2027,14012.36,Kurla,Moderate
Kurla,Apr-Jun,2027,14093.5,Kurla,Moderate
Kurla,Jul-Sep,2027,14283.76,Kurla,Moderate
Kurla,Oct-Dec,2027,14398.06,Kurla,Moderate
Kurla,Jan-Mar,2028,14913.71,Kurla,Moderate
Kurla,Apr-Jun,2028,15029.93,Kurla,Moderate
Kurla,Jul-Sep,2028,14855.66,Kurla,Moderate
Kurla,Oct-Dec,2028,14449.28,Kurla,Moderate
Kurla,Jan-Mar,2029,14993.17,Kurla,Moderate
Kurla,Apr-Jun,2029,15136.59,Kurla,Moderate
Kurla,Jul-Sep,2029,15411,Kurla,Moderate
Kurla,Oct-Dec,2029,16388.09,Kurla,Moderate
Kurla,Jan-Mar,2030,16767.96,Kurla,Moderate
Kurla,Apr-Jun,2030,16503.78,Kurla,Moderate
Kurla,Jul-Sep,2030,16701.88,Kurla,Moderate
Kurla,Oct-Dec,2030,16769.51,Kurla,Moderate
Kurla East,Jan-Mar,2024,16570.46,Kurla East,Moderate
Kurla East,Apr-Jun,2024,16022.35,Kurla East,Moderate
Kurla East,Jul-Sep,2024,16567.52,Kurla East,Moderate
Kurla East,Oct-Dec,2024,16673.39,Kurla East,Moderate
Kurla East,Jan-Mar,2025,17783.37,Kurla East,Moderate
Kurla East,Apr-Jun,2025,18488.66,Kurla East,Moderate
Kurla East,Jul-Sep,2025,16072.29167,Kurla East,Moderate
Kurla East,Oct-Dec,2025,14897.71667,Kurla East,Moderate
Kurla East,Jan-Mar,2026,15104.82,Kurla East,Moderate
Kurla East,Apr-Jun,2026,15455.87,Kurla East,Moderate
Kurla East,Jul-Sep,2026,15652.78,Kurla East,Moderate
Kurla East,Oct-Dec,2026,15535.22,Kurla East,Moderate
Kurla East,Jan-Mar,2027,15226.28,Kurla East,Moderate
Kurla East,Apr-Jun,2027,15355.02,Kurla East,Moderate
Kurla East,Jul-Sep,2027,15153.63,Kurla East,Moderate
Kurla East,Oct-Dec,2027,15374.59,Kurla East,Moderate
Kurla East,Jan-Mar,2028,15824.49,Kurla East,Moderate
Kurla East,Apr-Jun,2028,15816.1,Kurla East,Moderate
Kurla East,Jul-Sep,2028,15452.77,Kurla East,Moderate
Kurla East,Oct-Dec,2028,15622.78,Kurla East,Moderate
Kurla East,Jan-Mar,2029,16142.32,Kurla East,Moderate
Kurla East,Apr-Jun,2029,16322.36,Kurla East,Moderate
Kurla East,Jul-Sep,2029,16739.06,Kurla East,Moderate
Kurla East,Oct-Dec,2029,16746.56,Kurla East,Moderate
Kurla East,Jan-Mar,2030,16570.46,Kurla East,Moderate
Kurla East,Apr-Jun,2030,16022.35,Kurla East,Moderate
Kurla East,Jul-Sep,2030,16567.52,Kurla East,Moderate
Kurla East,Oct-Dec,2030,16673.39,Kurla East,Moderate
Kurla West,Jan-Mar,2024,17090.55,Kurla West,Moderate
Kurla West,Apr-Jun,2024,16911.5,Kurla West,Moderate
Kurla West,Jul-Sep,2024,17227.398,Kurla West,Moderate
Kurla West,Oct-Dec,2024,17136.3,Kurla West,Moderate
Kurla West,Jan-Mar,2025,17395.76,Kurla West,Moderate
Kurla West,Apr-Jun,2025,17989.965,Kurla West,Moderate
Kurla West,Jul-Sep,2025,16719.62333,Kurla West,Moderate
Kurla West,Oct-Dec,2025,15462.774,Kurla West,Moderate
Kurla West,Jan-Mar,2026,15631.48,Kurla West,Moderate
Kurla West,Apr-Jun,2026,15755.24,Kurla West,Moderate
Kurla West,Jul-Sep,2026,15838.59,Kurla West,Moderate
Kurla West,Oct-Dec,2026,15704.68,Kurla West,Moderate
Kurla West,Jan-Mar,2027,15706.12,Kurla West,Moderate
Kurla West,Apr-Jun,2027,15798.61,Kurla West,Moderate
Kurla West,Jul-Sep,2027,15918.12,Kurla West,Moderate
Kurla West,Oct-Dec,2027,15777.19,Kurla West,Moderate
Kurla West,Jan-Mar,2028,16340.81,Kurla West,Moderate
Kurla West,Apr-Jun,2028,16361.77,Kurla West,Moderate
Kurla West,Jul-Sep,2028,16510.31,Kurla West,Moderate
Kurla West,Oct-Dec,2028,16325.41,Kurla West,Moderate
Kurla West,Jan-Mar,2029,16037.86,Kurla West,Moderate
Kurla West,Apr-Jun,2029,16188,Kurla West,Moderate
Kurla West,Jul-Sep,2029,16353.36,Kurla West,Moderate
Kurla West,Oct-Dec,2029,16702.29,Kurla West,Moderate
Kurla West,Jan-Mar,2030,17090.55,Kurla West,Moderate
Kurla West,Apr-Jun,2030,16911.5,Kurla West,Moderate
Kurla West,Jul-Sep,2030,17227.398,Kurla West,Moderate
Kurla West,Oct-Dec,2030,17136.3,Kurla West,Moderate
Lady Jamshedji Road,Jan-Mar,2024,37191.1425,Lady Jamshedji Road,High
Lady Jamshedji Road,Apr-Jun,2024,37090.7535,Lady Jamshedji Road,High
Lady Jamshedji Road,Jul-Sep,2024,37175.5985,Lady Jamshedji Road,High
Lady Jamshedji Road,Oct-Dec,2024,37063.88,Lady Jamshedji Road,High
Lady Jamshedji Road,Jan-Mar,2025,36890.24357,Lady Jamshedji Road,High
Lady Jamshedji Road,Apr-Jun,2025,36372.45124,Lady Jamshedji Road,High
Lady Jamshedji Road,Jul-Sep,2025,36090.4684,Lady Jamshedji Road,High
Lady Jamshedji Road,Oct-Dec,2025,35073.62857,Lady Jamshedji Road,High
Lady Jamshedji Road,Jan-Mar,2026,34548.2,Lady Jamshedji Road,High
Lady Jamshedji Road,Apr-Jun,2026,34416.21,Lady Jamshedji Road,High
Lady Jamshedji Road,Jul-Sep,2026,34451.096,Lady Jamshedji Road,High
Lady Jamshedji Road,Oct-Dec,2026,34562.5,Lady Jamshedji Road,High
Lady Jamshedji Road,Jan-Mar,2027,35059.7,Lady Jamshedji Road,High
Lady Jamshedji Road,Apr-Jun,2027,34958.71,Lady Jamshedji Road,High
Lady Jamshedji Road,Jul-Sep,2027,34988.096,Lady Jamshedji Road,High
Lady Jamshedji Road,Oct-Dec,2027,35134,Lady Jamshedji Road,High
Lady Jamshedji Road,Jan-Mar,2028,36272.84667,Lady Jamshedji Road,High
Lady Jamshedji Road,Apr-Jun,2028,36127.93167,Lady Jamshedji Road,High
Lady Jamshedji Road,Jul-Sep,2028,35839.89767,Lady Jamshedji Road,High
Lady Jamshedji Road,Oct-Dec,2028,35747,Lady Jamshedji Road,High
Lady Jamshedji Road,Jan-Mar,2029,36561.7,Lady Jamshedji Road,High
Lady Jamshedji Road,Apr-Jun,2029,36458,Lady Jamshedji Road,High
Lady Jamshedji Road,Jul-Sep,2029,36518,Lady Jamshedji Road,High
Lady Jamshedji Road,Oct-Dec,2029,36626.02,Lady Jamshedji Road,High
Lady Jamshedji Road,Jan-Mar,2030,37191.1425,Lady Jamshedji Road,High
Lady Jamshedji Road,Apr-Jun,2030,37090.7535,Lady Jamshedji Road,High
Lady Jamshedji Road,Jul-Sep,2030,37175.5985,Lady Jamshedji Road,High
Lady Jamshedji Road,Oct-Dec,2030,37063.88,Lady Jamshedji Road,High
Lal Bahadur Shastri Road,Jan-Mar,2024,17450.56,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Apr-Jun,2024,17703.21,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Jul-Sep,2024,17105.87,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Oct-Dec,2024,16917.27,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Jan-Mar,2025,18480.52,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Apr-Jun,2025,18588.86,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Jul-Sep,2025,17284.68,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Oct-Dec,2025,16587.87,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Jan-Mar,2026,16143.6,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Apr-Jun,2026,15998.46,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Jul-Sep,2026,16043.47,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Oct-Dec,2026,16472.85,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Jan-Mar,2027,16607.8,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Apr-Jun,2027,16509.38,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Jul-Sep,2027,16162.76,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Oct-Dec,2027,16551.88,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Jan-Mar,2028,16970.76,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Apr-Jun,2028,17076.16,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Jul-Sep,2028,16750.74,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Oct-Dec,2028,16631.74,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Jan-Mar,2029,17310.13,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Apr-Jun,2029,17563.3,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Jul-Sep,2029,17146.08,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Oct-Dec,2029,17028.13,Lal Bahadur Shastri Road,High
Lal Bahadur Shastri Road,Jan-Mar,2030,17450.56,Lal Bahadur Shastri Road,High
