Locality,Risk,location,year,quarter,avg_price,max_price,min_price,Location,Latitude,Longitude
Sector 2 Dwarka,Moderate,Sector 2 Dwarka,2028,Apr-Jun,9039.31,10511.75619,7567.038856,Sector 2 Dwarka,28.5986338,77.0686619
Sector 2 Dwarka,Moderate,Sector 2 Dwarka,2028,Jul-Sep,9201.84,10700.7613,7703.096899,Sector 2 Dwarka,28.5986338,77.0686619
Sector 2 Dwarka,Moderate,Sector 2 Dwarka,2028,Oct-Dec,9251.46,10758.46408,7744.635077,Sector 2 Dwarka,28.5986338,77.0686619
Sector 2 Dwarka,Moderate,Sector 2 Dwarka,2029,Jan-Mar,9427.8,10963.52875,7892.253826,Sector 2 Dwarka,28.5986338,77.0686619
Sector 2 Dwarka,Moderate,Sector 2 Dwarka,2029,Apr-Jun,9823.11,11423.23224,8223.177992,Sector 2 Dwarka,28.5986338,77.0686619
Sector 2 Dwarka,Moderate,Sector 2 Dwarka,2029,Jul-Sep,10083.46,11725.9916,8441.123673,Sector 2 Dwarka,28.5986338,77.0686619
Sector 2 Dwarka,Moderate,Sector 2 Dwarka,2029,Oct-Dec,10151.67,11805.31257,8498.224018,Sector 2 Dwarka,28.5986338,77.0686619
Sector 2 Dwarka,Moderate,Sector 2 Dwarka,2030,Jan-Mar,10489.51,12198.18456,8781.03857,Sector 2 Dwarka,28.5986338,77.0686619
Sector 2 Dwarka,Moderate,Sector 2 Dwarka,2030,Apr-Jun,10707.09,12451.20696,8963.180383,Sector 2 Dwarka,28.5986338,77.0686619
Sector 2 Dwarka,Moderate,Sector 2 Dwarka,2030,Jul-Sep,10920.8,12699.72897,9142.08252,Sector 2 Dwarka,28.5986338,77.0686619
Sector 2 Dwarka,Moderate,Sector 2 Dwarka,2030,Oct-Dec,11196.98,13020.89693,9373.2799,Sector 2 Dwarka,28.5986338,77.0686619
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2024,Jan-Mar,10501.53,12311.9276,8691.132398,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2024,Apr-Jun,10783.02,12641.9447,8924.095296,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2024,Jul-Sep,11053.11,12958.59652,9147.623482,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2024,Oct-Dec,11186.31,13114.75936,9257.860641,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2025,Jan-Mar,11837.45,13878.15179,9796.748208,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2025,Apr-Jun,12722.44,14915.70849,10529.17151,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2025,Jul-Sep,13364.11,15667.99836,11060.22164,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2025,Oct-Dec,13754.51,16125.70086,11383.31914,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2026,Jan-Mar,9160.19,10739.34904,7581.030962,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2026,Apr-Jun,9154.74,10732.95949,7576.520508,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2026,Jul-Sep,9201.55,10787.83924,7615.260759,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2026,Oct-Dec,9152.36,10730.1692,7574.550805,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2027,Jan-Mar,9072.8,10636.89355,7508.706448,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2027,Apr-Jun,9069.67,10633.22396,7506.11604,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2027,Jul-Sep,9248.68,10843.09416,7654.265844,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2027,Oct-Dec,9270.18,10868.30062,7672.059379,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2028,Jan-Mar,9275.22,10874.20948,7676.230515,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2028,Apr-Jun,9343.29,10954.01432,7732.565676,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2028,Jul-Sep,9433.75,11060.06906,7807.430942,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2028,Oct-Dec,9374.25,10990.31163,7758.188367,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2029,Jan-Mar,9516.49,11157.07291,7875.907087,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2029,Apr-Jun,9828.56,11522.94181,8134.178186,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2029,Jul-Sep,10081.46,11819.44018,8343.479819,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2029,Oct-Dec,10232.28,11996.2606,8468.299401,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2030,Jan-Mar,10501.53,12311.9276,8691.132398,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2030,Apr-Jun,10783.02,12641.9447,8924.095296,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2030,Jul-Sep,11053.11,12958.59652,9147.623482,Sector 22 Dwarka,28.5579591,77.0580701
Sector 22 Dwarka,Moderate,Sector 22 Dwarka,2030,Oct-Dec,11186.31,13114.75936,9257.860641,Sector 22 Dwarka,28.5579591,77.0580701
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2024,Jan-Mar,10032.34,11830.06529,8234.733974,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2024,Apr-Jun,10320.66,12170.05023,8471.39247,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2024,Jul-Sep,10469.14,12345.1368,8593.267656,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2024,Oct-Dec,11005.33,12977.40831,9033.382526,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2025,Jan-Mar,11533.11,13599.7628,9466.594308,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2025,Apr-Jun,12624.12,14886.27418,10362.1159,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2025,Jul-Sep,13408.9,15811.68127,11006.27813,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2025,Oct-Dec,13780.14,16249.44489,11310.99893,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2026,Jan-Mar,8815.42,10395.08172,7235.863076,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2026,Apr-Jun,8881.83,10473.39193,7290.373657,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2026,Jul-Sep,8760.25,10330.02565,7190.578499,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2026,Oct-Dec,8814.06,10393.47802,7234.746762,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2027,Jan-Mar,8923.92,10523.02417,7324.921923,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2027,Apr-Jun,8918.09,10516.14947,7320.136549,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2027,Jul-Sep,8874.31,10464.5244,7284.201099,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2027,Oct-Dec,8853.39,10439.85568,7267.029568,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2028,Jan-Mar,8898.11,10492.5892,7303.736588,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2028,Apr-Jun,8871.96,10461.7533,7282.272175,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2028,Jul-Sep,8919.21,10517.47017,7321.055866,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2028,Oct-Dec,9140.9,10778.88547,7503.023201,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2029,Jan-Mar,9445.98,11138.63368,7753.438622,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2029,Apr-Jun,9557.99,11270.71509,7845.378543,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2029,Jul-Sep,9546.91,11257.64963,7836.28387,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2029,Oct-Dec,9757.14,11505.55138,8008.844621,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2030,Jan-Mar,10032.34,11830.06529,8234.733974,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2030,Apr-Jun,10320.66,12170.05023,8471.39247,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2030,Jul-Sep,10469.14,12345.1368,8593.267656,Sector 23 Dwarka,28.5619923,77.0491008
Sector 23 Dwarka,Moderate,Sector 23 Dwarka,2030,Oct-Dec,11005.33,12977.40831,9033.382526,Sector 23 Dwarka,28.5619923,77.0491008
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2024,Jan-Mar,10074.19,11479.71886,8668.583662,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2024,Apr-Jun,10345.89,11789.32585,8902.374586,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2024,Jul-Sep,10864.53,12380.32536,9348.651083,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2024,Oct-Dec,11124.92,12677.0444,9572.71004,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2025,Jan-Mar,11519.4,13126.56139,9912.150023,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2025,Apr-Jun,12610.13,14369.46764,10850.69538,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2025,Jul-Sep,13396.41,15265.4477,11527.26928,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2025,Oct-Dec,13946.58,15892.37621,12000.67653,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2026,Jan-Mar,8832.21,10064.46054,7599.891536,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2026,Apr-Jun,8888.67,10128.79772,7648.473926,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2026,Jul-Sep,8805.91,10034.49122,7577.261056,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2026,Oct-Dec,8853.43,10088.64111,7618.150805,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2027,Jan-Mar,9055.85,10319.3023,7792.328054,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2027,Apr-Jun,9045.38,10307.37155,7783.318886,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2027,Jul-Sep,9063.87,10328.44123,7799.22906,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2027,Oct-Dec,9016.13,10274.04065,7758.150007,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2028,Jan-Mar,9034.87,10295.39522,7774.275299,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2028,Apr-Jun,8997.79,10253.1419,7742.368904,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2028,Jul-Sep,9046.73,10308.9099,7784.480527,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2028,Oct-Dec,9270.38,10563.76306,7976.92565,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2029,Jan-Mar,9454.52,10773.59386,8135.373425,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2029,Apr-Jun,9683.22,11034.20159,8332.163945,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2029,Jul-Sep,9728.14,11085.38873,8370.81646,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2029,Oct-Dec,9863.3,11239.40595,8487.118194,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2030,Jan-Mar,10074.19,11479.71886,8668.583662,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2030,Apr-Jun,10345.89,11789.32585,8902.374586,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2030,Jul-Sep,10864.53,12380.32536,9348.651083,Sector 4 Dwarka,28.601669,77.0489574
Sector 4 Dwarka,Moderate,Sector 4 Dwarka,2030,Oct-Dec,11124.92,12677.0444,9572.71004,Sector 4 Dwarka,28.601669,77.0489574
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2024,Jan-Mar,10255.04,11758.59326,8751.4071,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2024,Apr-Jun,10425.02,11953.49505,8896.463987,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2024,Jul-Sep,10924.48,12526.18389,9322.691265,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2024,Oct-Dec,11339.94,13002.55699,9677.234943,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2025,Jan-Mar,11796.38,13525.91841,10066.74998,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2025,Apr-Jun,12403.18,14221.68502,10584.57866,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2025,Jul-Sep,13271.03,15216.77574,11325.1812,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2025,Oct-Dec,13935.75,15978.95435,11892.43743,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2026,Jan-Mar,8718.89,9997.219041,7440.493245,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2026,Apr-Jun,8696.14,9971.133527,7421.078936,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2026,Jul-Sep,8703.89,9980.019801,7427.692602,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2026,Oct-Dec,8714.07,9991.692352,7436.379972,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2027,Jan-Mar,8697.78,9973.013977,7422.478473,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2027,Apr-Jun,8681.13,9953.92282,7408.26976,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2027,Jul-Sep,8902.99,10208.31105,7597.599804,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2027,Oct-Dec,8958.6,10272.07437,7645.056055,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2028,Jan-Mar,9127.99,10466.29966,7789.60945,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2028,Apr-Jun,9179.83,10525.74023,7833.848472,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2028,Jul-Sep,9242.42,10597.50693,7887.261289,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2028,Oct-Dec,9394.19,10771.52885,8016.778195,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2029,Jan-Mar,9500.81,10893.78105,8107.765166,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2029,Apr-Jun,9707.46,11130.72925,8284.115358,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2029,Jul-Sep,9779.42,11213.23974,8345.52431,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2029,Oct-Dec,9945.01,11403.10789,8486.834875,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2030,Jan-Mar,10255.04,11758.59326,8751.4071,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2030,Apr-Jun,10425.02,11953.49505,8896.463987,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2030,Jul-Sep,10924.48,12526.18389,9322.691265,Sector 5 Dwarka,28.59740795,77.05669444
Sector 5 Dwarka,Moderate,Sector 5 Dwarka,2030,Oct-Dec,11339.94,13002.55699,9677.234943,Sector 5 Dwarka,28.59740795,77.05669444
Sector 6 Dwarka,Low,Sector 6 Dwarka,2024,Jan-Mar,10368.59,12023.17064,8714.048678,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2024,Apr-Jun,10489.57,12163.45617,8815.723603,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2024,Jul-Sep,11039.47,12801.10715,9277.874712,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2024,Oct-Dec,11362.34,13175.49953,9549.223554,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2025,Jan-Mar,11891.52,13789.12408,9993.961005,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2025,Apr-Jun,12304.04,14267.47248,10340.65418,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2025,Jul-Sep,13432.66,15576.19342,11289.17752,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2025,Oct-Dec,13866.03,16078.71897,11653.3936,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2026,Jan-Mar,9043.83,10487.01041,7600.683878,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2026,Apr-Jun,9041.69,10484.52892,7598.885363,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2026,Jul-Sep,9055.12,10500.10203,7610.172305,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2026,Oct-Dec,9113.46,10567.75171,7659.202849,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2027,Jan-Mar,9058.84,10504.41565,7613.298696,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2027,Apr-Jun,9020.1,10459.49367,7580.740533,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2027,Jul-Sep,9078.93,10527.71154,7630.182885,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2027,Oct-Dec,9112.69,10566.85883,7658.555719,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2028,Jan-Mar,9198.72,10666.61718,7730.857701,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2028,Apr-Jun,9253.06,10729.62855,7776.526534,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2028,Jul-Sep,9278.58,10759.22094,7797.974245,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2028,Oct-Dec,9425.99,10930.15407,7921.86167,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2029,Jan-Mar,9549.73,11073.64003,8025.856175,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2029,Apr-Jun,9812.17,11377.95922,8246.417981,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2029,Jul-Sep,9987.03,11580.72273,8393.375142,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2029,Oct-Dec,10145.52,11764.50396,8526.574505,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2030,Jan-Mar,10368.59,12023.17064,8714.048678,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2030,Apr-Jun,10489.57,12163.45617,8815.723603,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2030,Jul-Sep,11039.47,12801.10715,9277.874712,Sector 6 Dwarka,28.5925436,77.06467187
Sector 6 Dwarka,Low,Sector 6 Dwarka,2030,Oct-Dec,11362.34,13175.49953,9549.223554,Sector 6 Dwarka,28.5925436,77.06467187
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2024,Jan-Mar,10035.31,11519.2367,8551.383302,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2024,Apr-Jun,10385.31,11920.99139,8849.628613,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2024,Jul-Sep,10912.27,12525.87325,9298.666754,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2024,Oct-Dec,11227.06,12887.21141,9566.908587,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2025,Jan-Mar,11690.03,13418.64104,9961.418964,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2025,Apr-Jun,12176.27,13976.78161,10375.75839,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2025,Jul-Sep,13090.21,15025.86641,11154.55359,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2025,Oct-Dec,13586.76,15595.84152,11577.67848,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2026,Jan-Mar,8686.12,9970.541246,7401.698754,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2026,Apr-Jun,8739.58,10031.9064,7447.253595,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2026,Jul-Sep,8687.38,9971.987562,7402.772438,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2026,Oct-Dec,8707.9,9995.541866,7420.258134,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2027,Jan-Mar,8624.88,9900.245654,7349.514346,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2027,Apr-Jun,8635.67,9912.631177,7358.708823,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2027,Jul-Sep,8580.38,9849.165415,7311.594585,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2027,Oct-Dec,8689.97,9974.960547,7404.979453,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2028,Jan-Mar,8907.35,10224.48464,7590.215355,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2028,Apr-Jun,8938.47,10260.20638,7616.733624,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2028,Jul-Sep,9009.97,10342.27912,7677.66088,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2028,Oct-Dec,9152.17,10505.50631,7798.83369,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2029,Jan-Mar,9386.66,10774.67047,7998.649527,Sector 7 Dwarka,28.5874118,77.0673052
Sector 7 Dwarka,Moderate,Sector 7 Dwarka,2029,Apr-Jun,9604.48,11024.69963,8184.260366,Sector 7 Dwarka,28.5874118,77.0673052
